stname	stID	class	opt_cour
student794	10120793	Computer_1402	gymnastics
student795	10120794	Computer_1403	basketball
student796	10120795	Computer_1403	tennis
student797	10120796	Computer_1403	gymnastics
student798	10120797	Computer_1403	basketball
student799	10120798	Computer_1403	gymnastics
student800	10120799	Computer_1403	tennis
student801	10120800	Computer_1403	basketball
student802	10120801	Computer_1403	tennis
student803	10120802	Computer_1403	badminton
student804	10120803	Computer_1403	basketball
student805	10120804	Computer_1403	football
student806	10120805	Computer_1403	basketball
student807	10120806	Computer_1403	football
student808	10120807	Computer_1403	table tennis
student809	10120808	Computer_1403	swimming
student810	10120809	Computer_1403	swimming
student811	10120810	Computer_1403	swimming
student812	10120811	Computer_1403	football
student813	10120812	Computer_1403	table tennis
student814	10120813	Computer_1403	badminton
student815	10120814	Computer_1403	volleyball
student816	10120815	Computer_1403	badminton
student817	10120816	Computer_1403	volleyball
student818	10120817	Computer_1403	tennis
student819	10120818	Computer_1403	volleyball
student820	10120819	Computer_1403	swimming
student821	10120820	Computer_1403	football
student822	10120821	Computer_1403	football
student823	10120822	Computer_1403	table tennis
student824	10120823	Computer_1403	badminton
student825	10120824	Computer_1403	volleyball
student826	10120825	Computer_1403	tennis
student827	10120826	Computer_1403	volleyball
student828	10120827	Computer_1403	volleyball
student829	10120828	Computer_1403	tennis
student830	10120829	Computer_1403	volleyball
student831	10120830	Computer_1403	basketball
student832	10120831	Computer_1403	taekwondo
student833	10120832	Computer_1403	taekwondo
student834	10120833	Computer_1403	table tennis
student835	10120834	Computer_1403	badminton
student836	10120835	Computer_1403	tennis
student837	10120836	Computer_1403	swimming
student838	10120837	Computer_1403	volleyball
student839	10120838	Computer_1403	football
student840	10120839	Computer_1403	table tennis
student841	10120840	Computer_1404	badminton
student842	10120841	Computer_1404	swimming
student843	10120842	Computer_1404	tennis
student844	10120843	Computer_1404	volleyball
student845	10120844	Computer_1404	badminton
student846	10120845	Computer_1404	basketball
student847	10120846	Computer_1404	tennis
student848	10120847	Computer_1404	tennis
student849	10120848	Computer_1404	badminton
student850	10120849	Computer_1404	swimming
student851	10120850	Computer_1404	table tennis
student852	10120851	Computer_1404	badminton
student853	10120852	Computer_1404	volleyball
student854	10120853	Computer_1404	tennis
student855	10120854	Computer_1404	badminton
student856	10120855	Computer_1404	basketball
student857	10120856	Computer_1404	table tennis
student858	10120857	Computer_1404	table tennis
student859	10120858	Computer_1404	table tennis
student860	10120859	Computer_1404	table tennis
student861	10120860	Computer_1404	taekwondo
student862	10120861	Computer_1404	taekwondo
student863	10120862	Computer_1404	football
student864	10120863	Computer_1404	football
student865	10120864	Computer_1404	gymnastics
student866	10120865	Computer_1404	swimming
student867	10120866	Computer_1404	swimming
student868	10120867	Computer_1404	table tennis
student869	10120868	Computer_1404	taekwondo
student870	10120869	Computer_1404	taekwondo
student871	10120870	Computer_1404	gymnastics
student872	10120871	Computer_1404	gymnastics
student873	10120872	Computer_1404	badminton
student874	10120873	Computer_1404	taekwondo
student875	10120874	Computer_1404	gymnastics
student876	10120875	Computer_1404	table tennis
student877	10120876	Computer_1404	taekwondo
student878	10120877	Computer_1404	taekwondo
student879	10120878	Computer_1404	football
student880	10120879	Computer_1404	football
student881	10120880	Computer_1404	gymnastics
student882	10120881	Computer_1404	swimming
student883	10120882	Computer_1404	swimming
student884	10120883	Computer_1404	table tennis
student885	10120884	Computer_1404	taekwondo
student886	10120885	Computer_1404	taekwondo
student887	10120886	Computer_1404	gymnastics
student888	10120887	Computer_1405	gymnastics
student889	10120888	Computer_1405	basketball
student890	10120889	Computer_1405	basketball
student891	10120890	Computer_1405	basketball
student892	10120891	Computer_1405	gymnastics
student893	10120892	Computer_1405	gymnastics
student894	10120893	Computer_1405	basketball
student895	10120894	Computer_1405	tennis
student896	10120895	Computer_1405	gymnastics
student897	10120896	Computer_1405	basketball
student898	10120897	Computer_1405	gymnastics
student899	10120898	Computer_1405	tennis
student900	10120899	Computer_1405	basketball
student901	10120900	Computer_1405	tennis
student902	10120901	Computer_1405	badminton
student903	10120902	Computer_1405	basketball
student904	10120903	Computer_1405	football
student905	10120904	Computer_1405	basketball
student906	10120905	Computer_1405	football
student907	10120906	Computer_1405	table tennis
student908	10120907	Computer_1405	swimming
student909	10120908	Computer_1405	swimming
student910	10120909	Computer_1405	swimming
student911	10120910	Computer_1405	football
student912	10120911	Computer_1405	table tennis
student913	10120912	Computer_1405	badminton
student914	10120913	Computer_1405	volleyball
student915	10120914	Computer_1405	badminton
student916	10120915	Computer_1405	volleyball
student917	10120916	Computer_1405	tennis
student918	10120917	Computer_1405	volleyball
student919	10120918	Computer_1405	swimming
student920	10120919	Computer_1405	football
student921	10120920	Computer_1405	football
student922	10120921	Computer_1405	table tennis
student923	10120922	Computer_1405	badminton
student924	10120923	Computer_1405	volleyball
student925	10120924	Computer_1405	tennis
student926	10120925	Computer_1405	volleyball
student927	10120926	Computer_1405	volleyball
student928	10120927	Computer_1405	tennis
student929	10120928	Computer_1405	volleyball
student930	10120929	Computer_1405	basketball
student931	10120930	Computer_1405	taekwondo
student932	10120931	Computer_1405	taekwondo
student933	10120932	Computer_1405	table tennis
student934	10120933	Computer_1405	badminton
student935	10120934	Computer_1405	tennis
student936	10120935	Mobile_1401	swimming
student937	10120936	Mobile_1401	volleyball
student938	10120937	Mobile_1401	football
student939	10120938	Mobile_1401	table tennis
student940	10120939	Mobile_1401	badminton
student941	10120940	Mobile_1401	swimming
student942	10120941	Mobile_1401	tennis
student943	10120942	Mobile_1401	volleyball
student944	10120943	Mobile_1401	badminton
student945	10120944	Mobile_1401	basketball
student946	10120945	Mobile_1401	tennis
student947	10120946	Mobile_1401	tennis
student948	10120947	Mobile_1401	badminton
student949	10120948	Mobile_1401	swimming
student950	10120949	Mobile_1401	table tennis
student951	10120950	Mobile_1401	badminton
student952	10120951	Mobile_1401	volleyball
student953	10120952	Mobile_1401	tennis
student954	10120953	Mobile_1401	badminton
student955	10120954	Mobile_1401	basketball
student956	10120955	Mobile_1401	table tennis
student957	10120956	Mobile_1401	table tennis
student958	10120957	Mobile_1401	table tennis
student959	10120958	Mobile_1401	table tennis
student960	10120959	Mobile_1401	taekwondo
student961	10120960	Mobile_1401	taekwondo
student962	10120961	Mobile_1401	football
student963	10120962	Mobile_1401	football
student964	10120963	Mobile_1401	gymnastics
student965	10120964	Mobile_1401	swimming
student966	10120965	Mobile_1401	swimming
student967	10120966	Mobile_1401	table tennis
student968	10120967	Mobile_1401	taekwondo
student969	10120968	Mobile_1401	taekwondo
student970	10120969	Mobile_1401	gymnastics
student971	10120970	Mobile_1401	gymnastics
student972	10120971	Mobile_1401	badminton
student973	10120972	Mobile_1401	taekwondo
student974	10120973	Mobile_1401	gymnastics
student975	10120974	Mobile_1401	table tennis
student976	10120975	Mobile_1401	taekwondo
student977	10120976	Mobile_1401	taekwondo
student978	10120977	Mobile_1401	football
student979	10120978	Mobile_1401	football
student980	10120979	Mobile_1401	gymnastics
student981	10120980	Mobile_1402	swimming
student982	10120981	Mobile_1402	swimming
student983	10120982	Mobile_1402	table tennis
student984	10120983	Mobile_1402	taekwondo
student985	10120984	Mobile_1402	taekwondo
student986	10120985	Mobile_1402	gymnastics
student987	10120986	Mobile_1402	gymnastics
student988	10120987	Mobile_1402	basketball
student989	10120988	Mobile_1402	basketball
student990	10120989	Mobile_1402	basketball
student991	10120990	Mobile_1402	gymnastics
student992	10120991	Mobile_1402	gymnastics
student993	10120992	Mobile_1402	basketball
student994	10120993	Mobile_1402	tennis
student995	10120994	Mobile_1402	gymnastics
student996	10120995	Mobile_1402	basketball
student997	10120996	Mobile_1402	gymnastics
student998	10120997	Mobile_1402	tennis
student999	10120998	Mobile_1402	basketball
student1000	10120999	Mobile_1402	tennis
student1001	10121000	Mobile_1402	badminton
student1002	10121001	Mobile_1402	basketball
student1003	10121002	Mobile_1402	football
student1004	10121003	Mobile_1402	basketball
student1005	10121004	Mobile_1402	football
student1006	10121005	Mobile_1402	table tennis
student1007	10121006	Mobile_1402	swimming
student1008	10121007	Mobile_1402	swimming
student1009	10121008	Mobile_1402	swimming
student1010	10121009	Mobile_1402	football
student1011	10121010	Mobile_1402	table tennis
student1012	10121011	Mobile_1402	badminton
student1013	10121012	Mobile_1402	volleyball
student1014	10121013	Mobile_1402	badminton
student1015	10121014	Mobile_1402	volleyball
student1016	10121015	Mobile_1402	tennis
student1017	10121016	Mobile_1402	volleyball
student1018	10121017	Mobile_1402	swimming
student1019	10121018	Mobile_1402	football
student1020	10121019	Mobile_1402	football
student1021	10121020	Mobile_1402	table tennis
student1022	10121021	Mobile_1402	badminton
student1023	10121022	Mobile_1402	volleyball
student1024	10121023	Mobile_1402	tennis
student1025	10121024	Mobile_1402	volleyball
student1026	10121025	Mobile_1402	volleyball
student1027	10121026	Mobile_1402	tennis
student1028	10121027	Mobile_1402	volleyball
student1029	10121028	Mobile_1402	basketball
student1030	10121029	Mobile_1402	taekwondo
student1031	10121030	Mobile_1403	taekwondo
student1032	10121031	Mobile_1403	table tennis
student1033	10121032	Mobile_1403	badminton
student1034	10121033	Mobile_1403	tennis
student1035	10121034	Mobile_1403	swimming
student1036	10121035	Mobile_1403	volleyball
student1037	10121036	Mobile_1403	football
student1038	10121037	Mobile_1403	table tennis
student1039	10121038	Mobile_1403	badminton
student1040	10121039	Mobile_1403	swimming
student1041	10121040	Mobile_1403	tennis
student1042	10121041	Mobile_1403	volleyball
student1043	10121042	Mobile_1403	badminton
student1044	10121043	Mobile_1403	basketball
student1045	10121044	Mobile_1403	tennis
student1046	10121045	Mobile_1403	tennis
student1047	10121046	Mobile_1403	badminton
student1048	10121047	Mobile_1403	swimming
student1049	10121048	Mobile_1403	table tennis
student1050	10121049	Mobile_1403	badminton
student1051	10121050	Mobile_1403	volleyball
student1052	10121051	Mobile_1403	tennis
student1053	10121052	Mobile_1403	badminton
student1054	10121053	Mobile_1403	basketball
student1055	10121054	Mobile_1403	table tennis
student1056	10121055	Mobile_1403	table tennis
student1057	10121056	Mobile_1403	table tennis
student1058	10121057	Mobile_1403	table tennis
student1059	10121058	Mobile_1403	taekwondo
student1060	10121059	Mobile_1403	taekwondo
student1061	10121060	Mobile_1403	football
student1062	10121061	Mobile_1403	football
student1063	10121062	Mobile_1403	gymnastics
student1064	10121063	Mobile_1403	swimming
student1065	10121064	Mobile_1403	swimming
student1066	10121065	Mobile_1403	table tennis
student1067	10121066	Mobile_1403	taekwondo
student1068	10121067	Mobile_1403	taekwondo
student1069	10121068	Mobile_1403	gymnastics
student1070	10121069	Mobile_1403	gymnastics
student1071	10121070	Mobile_1403	badminton
student1072	10121071	Mobile_1403	taekwondo
student1073	10121072	Mobile_1403	gymnastics
student1074	10121073	Mobile_1403	table tennis
student1075	10121074	Mobile_1403	taekwondo
student1076	10121075	Mobile_1403	taekwondo
student1077	10121076	Mobile_1403	football
student1078	10121077	Mobile_1403	football
student1079	10121078	Mobile_1403	gymnastics
student1080	10121079	Mobile_1403	swimming
student1081	10121080	Mobile_1403	swimming
student1082	10121081	Mobile_1403	table tennis
student1083	10121082	Mobile_1403	taekwondo
student1084	10121083	Mobile_1403	taekwondo
student1085	10121084	Mobile_1403	gymnastics
student1086	10121085	Mobile_1403	gymnastics
student1087	10121086	Mobile_1403	basketball
student1088	10121087	Mobile_1403	basketball
student1089	10121088	Mobile_1403	basketball
student1090	10121089	Mobile_1403	gymnastics
student1091	10121090	Mobile_1403	gymnastics
student1092	10121091	Mobile_1403	basketball
student1093	10121092	Mobile_1403	tennis
student1094	10121093	Mobile_1403	gymnastics
student1095	10121094	Mobile_1403	basketball
student1096	10121095	Mobile_1403	gymnastics
student1097	10121096	Mobile_1403	tennis
student1098	10121097	Mobile_1403	basketball
student1099	10121098	Mobile_1403	tennis
student1100	10121099	Mobile_1403	badminton
student1101	10121100	Mobile_1403	basketball
student1102	10121101	Mobile_1404	football
student1103	10121102	Mobile_1404	basketball
student1104	10121103	Mobile_1404	football
student1105	10121104	Mobile_1404	table tennis
student1106	10121105	Mobile_1404	swimming
student1107	10121106	Mobile_1404	swimming
student1108	10121107	Mobile_1404	swimming
student1109	10121108	Mobile_1404	football
student1110	10121109	Mobile_1404	table tennis
student1111	10121110	Mobile_1404	badminton
student1112	10121111	Mobile_1404	volleyball
student1113	10121112	Mobile_1404	badminton
student1114	10121113	Mobile_1404	volleyball
student1115	10121114	Mobile_1404	tennis
student1116	10121115	Mobile_1404	volleyball
student1117	10121116	Mobile_1404	swimming
student1118	10121117	Mobile_1404	football
student1119	10121118	Mobile_1404	football
student1120	10121119	Mobile_1404	table tennis
student1121	10121120	Mobile_1404	badminton
student1122	10121121	Mobile_1404	volleyball
student1123	10121122	Mobile_1404	tennis
student1124	10121123	Mobile_1404	volleyball
student1125	10121124	Mobile_1404	volleyball
student1126	10121125	Mobile_1404	tennis
student1127	10121126	Mobile_1404	volleyball
student1128	10121127	Mobile_1404	basketball
student1129	10121128	Mobile_1404	taekwondo
student1130	10121129	Mobile_1404	taekwondo
student1131	10121130	Mobile_1404	table tennis
student1132	10121131	Mobile_1404	badminton
student1133	10121132	Mobile_1404	tennis
student1134	10121133	Mobile_1404	swimming
student1135	10121134	Mobile_1404	volleyball
student1136	10121135	Mobile_1404	football
student1137	10121136	Mobile_1404	table tennis
student1138	10121137	Mobile_1404	badminton
student1139	10121138	Mobile_1404	swimming
student1140	10121139	Mobile_1404	tennis
student1141	10121140	Mobile_1404	volleyball
student1142	10121141	Mobile_1404	badminton
student1143	10121142	Mobile_1404	basketball
student1144	10121143	Mobile_1404	tennis
student1145	10121144	Mobile_1404	tennis
student1146	10121145	Mobile_1404	badminton
student1147	10121146	Mobile_1404	swimming
student1148	10121147	Mobile_1404	table tennis
student1149	10121148	Mobile_1404	badminton
student1150	10121149	Mobile_1404	volleyball
student1151	10121150	Mobile_1404	tennis
student1152	10121151	Mobile_1405	badminton
student1153	10121152	Mobile_1405	basketball
student1154	10121153	Mobile_1405	table tennis
student1155	10121154	Mobile_1405	table tennis
student1156	10121155	Mobile_1405	table tennis
student1157	10121156	Mobile_1405	table tennis
student1158	10121157	Mobile_1405	taekwondo
student1159	10121158	Mobile_1405	taekwondo
student1160	10121159	Mobile_1405	football
student1161	10121160	Mobile_1405	football
student1162	10121161	Mobile_1405	gymnastics
student1163	10121162	Mobile_1405	swimming
student1164	10121163	Mobile_1405	swimming
student1165	10121164	Mobile_1405	table tennis
student1166	10121165	Mobile_1405	taekwondo
student1167	10121166	Mobile_1405	taekwondo
student1168	10121167	Mobile_1405	gymnastics
student1169	10121168	Mobile_1405	gymnastics
student1170	10121169	Mobile_1405	badminton
student1171	10121170	Mobile_1405	taekwondo
student1172	10121171	Mobile_1405	gymnastics
student1173	10121172	Mobile_1405	table tennis
student1174	10121173	Mobile_1405	taekwondo
student1175	10121174	Mobile_1405	taekwondo
student1176	10121175	Mobile_1405	football
student1177	10121176	Mobile_1405	football
student1178	10121177	Mobile_1405	gymnastics
student1179	10121178	Mobile_1405	swimming
student1180	10121179	Mobile_1405	swimming
student1181	10121180	Mobile_1405	table tennis
student1182	10121181	Mobile_1405	taekwondo
student1183	10121182	Mobile_1405	taekwondo
student1184	10121183	Mobile_1405	gymnastics
student1185	10121184	Mobile_1405	gymnastics
student1186	10121185	Mobile_1405	basketball
student1187	10121186	Mobile_1405	basketball
student1188	10121187	Mobile_1405	basketball
student1189	10121188	Mobile_1405	gymnastics
student1190	10121189	Mobile_1405	gymnastics
student1191	10121190	Mobile_1405	basketball
student1192	10121191	Mobile_1405	tennis
student1193	10121192	Mobile_1405	gymnastics
student1194	10121193	Mobile_1405	basketball
student1195	10121194	Mobile_1405	gymnastics
student1196	10121195	Mobile_1406	tennis
student1197	10121196	Mobile_1406	basketball
student1198	10121197	Mobile_1406	tennis
student1199	10121198	Mobile_1406	table tennis
student1200	10121199	Mobile_1406	badminton
student1201	10121200	Mobile_1406	table tennis
student1202	10121201	Mobile_1406	badminton
student1203	10121202	Mobile_1406	swimming
student1204	10121203	Mobile_1406	table tennis
student1205	10121204	Mobile_1406	swimming
student1206	10121205	Mobile_1406	table tennis
student1207	10121206	Mobile_1406	badminton
student1208	10121207	Mobile_1406	swimming
student1209	10121208	Mobile_1406	badminton
student1210	10121209	Mobile_1406	basketball
student1211	10121210	Mobile_1406	football
student1212	10121211	Mobile_1406	basketball
student1213	10121212	Mobile_1406	football
student1214	10121213	Mobile_1406	table tennis
student1215	10121214	Mobile_1406	swimming
student1216	10121215	Mobile_1406	swimming
student1217	10121216	Mobile_1406	swimming
student1218	10121217	Mobile_1406	football
student1219	10121218	Mobile_1406	table tennis
student1220	10121219	Mobile_1406	badminton
student1221	10121220	Mobile_1406	volleyball
student1222	10121221	Mobile_1406	badminton
student1223	10121222	Mobile_1406	volleyball
student1224	10121223	Mobile_1406	tennis
student1225	10121224	Mobile_1406	volleyball
student1226	10121225	Mobile_1406	swimming
student1227	10121226	Mobile_1406	football
student1228	10121227	Mobile_1406	football
student1229	10121228	Mobile_1406	table tennis
student1230	10121229	Mobile_1406	badminton
student1231	10121230	Mobile_1406	volleyball
student1232	10121231	Mobile_1406	tennis
student1233	10121232	Mobile_1406	volleyball
student1234	10121233	Mobile_1406	volleyball
student1235	10121234	Mobile_1406	tennis
student1236	10121235	Mobile_1406	volleyball
student1237	10121236	Mobile_1406	basketball
student1238	10121237	Mobile_1406	taekwondo
student1239	10121238	IntOfTh_1401	taekwondo
student1240	10121239	IntOfTh_1401	table tennis
student1241	10121240	IntOfTh_1401	badminton
student1242	10121241	IntOfTh_1401	tennis
student1243	10121242	IntOfTh_1401	swimming
student1244	10121243	IntOfTh_1401	volleyball
student1245	10121244	IntOfTh_1401	football
student1246	10121245	IntOfTh_1401	table tennis
student1247	10121246	IntOfTh_1401	badminton
student1248	10121247	IntOfTh_1401	swimming
student1249	10121248	IntOfTh_1401	tennis
student1250	10121249	IntOfTh_1401	volleyball
student1251	10121250	IntOfTh_1401	badminton
student1252	10121251	IntOfTh_1401	basketball
student1253	10121252	IntOfTh_1401	tennis
student1254	10121253	IntOfTh_1401	tennis
student1255	10121254	IntOfTh_1401	badminton
student1256	10121255	IntOfTh_1401	swimming
student1257	10121256	IntOfTh_1401	table tennis
student1258	10121257	IntOfTh_1401	badminton
student1259	10121258	IntOfTh_1401	volleyball
student1260	10121259	IntOfTh_1401	tennis
student1261	10121260	IntOfTh_1401	badminton
student1262	10121261	IntOfTh_1401	basketball
student1263	10121262	IntOfTh_1401	table tennis
student1264	10121263	IntOfTh_1401	table tennis
student1265	10121264	IntOfTh_1401	table tennis
student1266	10121265	IntOfTh_1401	table tennis
student1267	10121266	IntOfTh_1401	taekwondo
student1268	10121267	IntOfTh_1401	taekwondo
student1269	10121268	IntOfTh_1401	football
student1270	10121269	IntOfTh_1401	football
student1271	10121270	IntOfTh_1401	gymnastics
student1272	10121271	IntOfTh_1401	swimming
student1273	10121272	IntOfTh_1401	swimming
student1274	10121273	IntOfTh_1401	table tennis
student1275	10121274	IntOfTh_1401	taekwondo
student1276	10121275	IntOfTh_1401	taekwondo
student1277	10121276	IntOfTh_1401	gymnastics
student1278	10121277	IntOfTh_1401	gymnastics
student1279	10121278	IntOfTh_1401	badminton
student1280	10121279	IntOfTh_1401	taekwondo
student1281	10121280	IntOfTh_1401	gymnastics
student1282	10121281	IntOfTh_1401	table tennis
student1283	10121282	IntOfTh_1401	taekwondo
student1284	10121283	IntOfTh_1401	taekwondo
student1285	10121284	IntOfTh_1401	football
student1286	10121285	IntOfTh_1402	football
student1287	10121286	IntOfTh_1402	gymnastics
student1288	10121287	IntOfTh_1402	swimming
student1289	10121288	IntOfTh_1402	swimming
student1290	10121289	IntOfTh_1402	table tennis
student1291	10121290	IntOfTh_1402	taekwondo
student1292	10121291	IntOfTh_1402	taekwondo
student1293	10121292	IntOfTh_1402	gymnastics
student1294	10121293	IntOfTh_1402	gymnastics
student1295	10121294	IntOfTh_1402	basketball
student1296	10121295	IntOfTh_1402	basketball
student1297	10121296	IntOfTh_1402	basketball
student1298	10121297	IntOfTh_1402	gymnastics
student1299	10121298	IntOfTh_1402	gymnastics
student1300	10121299	IntOfTh_1402	basketball
student1301	10121300	IntOfTh_1402	tennis
student1302	10121301	IntOfTh_1402	gymnastics
student1303	10121302	IntOfTh_1402	basketball
student1304	10121303	IntOfTh_1402	gymnastics
student1305	10121304	IntOfTh_1402	tennis
student1306	10121305	IntOfTh_1402	basketball
student1307	10121306	IntOfTh_1402	tennis
student1308	10121307	IntOfTh_1402	badminton
student1309	10121308	IntOfTh_1402	basketball
student1310	10121309	IntOfTh_1402	football
student1311	10121310	IntOfTh_1402	basketball
student1312	10121311	IntOfTh_1402	football
student1313	10121312	IntOfTh_1402	table tennis
student1314	10121313	IntOfTh_1402	swimming
student1315	10121314	IntOfTh_1402	swimming
student1316	10121315	IntOfTh_1402	swimming
student1317	10121316	IntOfTh_1402	football
student1318	10121317	IntOfTh_1402	table tennis
student1319	10121318	IntOfTh_1402	badminton
student1320	10121319	IntOfTh_1402	volleyball
student1321	10121320	IntOfTh_1402	badminton
student1322	10121321	IntOfTh_1402	volleyball
student1323	10121322	IntOfTh_1402	tennis
student1324	10121323	IntOfTh_1402	volleyball
student1325	10121324	IntOfTh_1402	swimming
student1326	10121325	IntOfTh_1402	football
student1327	10121326	IntOfTh_1402	football
student1328	10121327	IntOfTh_1402	table tennis
student1329	10121328	IntOfTh_1402	badminton
student1330	10121329	IntOfTh_1402	volleyball
student1331	10121330	IntOfTh_1402	tennis
student1332	10121331	IntOfTh_1402	volleyball
student1333	10121332	IntOfTh_1402	volleyball
student1334	10121333	IntOfTh_1402	tennis
student1335	10121334	IntOfTh_1402	volleyball
student1336	10121335	IntOfTh_1402	basketball
student1337	10121336	IntOfTh_1402	taekwondo
student1338	10121337	IntOfTh_1402	taekwondo
student1339	10121338	IntOfTh_1402	table tennis
student1340	10121339	IntOfTh_1402	badminton
student1341	10121340	IntOfTh_1402	tennis
student1342	10121341	IntOfTh_1402	swimming
student1343	10121342	IntOfTh_1402	volleyball
student1344	10121343	IntOfTh_1402	football
student1345	10121344	IntOfTh_1402	table tennis
student1346	10121345	IntOfTh_1403	badminton
student1347	10121346	IntOfTh_1403	swimming
student1348	10121347	IntOfTh_1403	tennis
student1349	10121348	IntOfTh_1403	volleyball
student1350	10121349	IntOfTh_1403	badminton
student1351	10121350	IntOfTh_1403	basketball
student1352	10121351	IntOfTh_1403	tennis
student1353	10121352	IntOfTh_1403	tennis
student1354	10121353	IntOfTh_1403	badminton
student1355	10121354	IntOfTh_1403	swimming
student1356	10121355	IntOfTh_1403	table tennis
student1357	10121356	IntOfTh_1403	badminton
student1358	10121357	IntOfTh_1403	volleyball
student1359	10121358	IntOfTh_1403	tennis
student1360	10121359	IntOfTh_1403	badminton
student1361	10121360	IntOfTh_1403	basketball
student1362	10121361	IntOfTh_1403	table tennis
student1363	10121362	IntOfTh_1403	table tennis
student1364	10121363	IntOfTh_1403	table tennis
student1365	10121364	IntOfTh_1403	table tennis
student1366	10121365	IntOfTh_1403	taekwondo
student1367	10121366	IntOfTh_1403	taekwondo
student1368	10121367	IntOfTh_1403	football
student1369	10121368	IntOfTh_1403	football
student1370	10121369	IntOfTh_1403	gymnastics
student1371	10121370	IntOfTh_1403	swimming
student1372	10121371	IntOfTh_1403	swimming
student1373	10121372	IntOfTh_1403	table tennis
student1374	10121373	IntOfTh_1403	taekwondo
student1375	10121374	IntOfTh_1403	taekwondo
student1376	10121375	IntOfTh_1403	gymnastics
student1377	10121376	IntOfTh_1403	gymnastics
student1378	10121377	IntOfTh_1403	badminton
student1379	10121378	IntOfTh_1403	taekwondo
student1380	10121379	IntOfTh_1403	gymnastics
student1381	10121380	IntOfTh_1403	table tennis
student1382	10121381	IntOfTh_1403	taekwondo
student1383	10121382	IntOfTh_1403	taekwondo
student1384	10121383	IntOfTh_1403	football
student1385	10121384	IntOfTh_1403	football
student1386	10121385	IntOfTh_1403	gymnastics
student1387	10121386	IntOfTh_1403	swimming
student1388	10121387	IntOfTh_1403	swimming
student1389	10121388	IntOfTh_1403	table tennis
student1390	10121389	IntOfTh_1403	taekwondo
student1391	10121390	IntOfTh_1403	taekwondo
student1392	10121391	IntOfTh_1403	gymnastics
student1393	10121392	IntOfTh_1403	gymnastics
student1394	10121393	IntOfTh_1403	basketball
student1395	10121394	IntOfTh_1403	basketball
student1396	10121395	IntOfTh_1403	basketball
student1397	10121396	IntOfTh_1403	gymnastics
student1398	10121397	IntOfTh_1403	gymnastics
student1399	10121398	IntOfTh_1403	basketball
student1400	10121399	IntOfTh_1403	tennis
student1401	10121400	IntOfTh_1404	gymnastics
student1402	10121401	IntOfTh_1404	basketball
student1403	10121402	IntOfTh_1404	gymnastics
student1404	10121403	IntOfTh_1404	tennis
student1405	10121404	IntOfTh_1404	basketball
student1406	10121405	IntOfTh_1404	tennis
student1407	10121406	IntOfTh_1404	badminton
student1408	10121407	IntOfTh_1404	basketball
student1409	10121408	IntOfTh_1404	football
student1410	10121409	IntOfTh_1404	basketball
student1411	10121410	IntOfTh_1404	football
student1412	10121411	IntOfTh_1404	table tennis
student1413	10121412	IntOfTh_1404	swimming
student1414	10121413	IntOfTh_1404	swimming
student1415	10121414	IntOfTh_1404	swimming
student1416	10121415	IntOfTh_1404	football
student1417	10121416	IntOfTh_1404	table tennis
student1418	10121417	IntOfTh_1404	badminton
student1419	10121418	IntOfTh_1404	volleyball
student1420	10121419	IntOfTh_1404	badminton
student1421	10121420	IntOfTh_1404	volleyball
student1422	10121421	IntOfTh_1404	tennis
student1423	10121422	IntOfTh_1404	volleyball
student1424	10121423	IntOfTh_1404	swimming
student1425	10121424	IntOfTh_1404	football
student1426	10121425	IntOfTh_1404	football
student1427	10121426	IntOfTh_1404	table tennis
student1428	10121427	IntOfTh_1404	badminton
student1429	10121428	IntOfTh_1404	volleyball
student1430	10121429	IntOfTh_1404	tennis
student1431	10121430	IntOfTh_1404	volleyball
student1432	10121431	IntOfTh_1404	volleyball
student1433	10121432	IntOfTh_1404	tennis
student1434	10121433	IntOfTh_1404	volleyball
student1435	10121434	IntOfTh_1404	basketball
student1436	10121435	IntOfTh_1404	taekwondo
student1437	10121436	IntOfTh_1404	taekwondo
student1438	10121437	IntOfTh_1404	table tennis
student1439	10121438	IntOfTh_1404	badminton
student1440	10121439	IntOfTh_1404	tennis
student1441	10121440	IntOfTh_1404	swimming
student1442	10121441	IntOfTh_1404	volleyball
student1443	10121442	IntOfTh_1404	football
student1444	10121443	IntOfTh_1404	table tennis
student1445	10121444	IntOfTh_1404	badminton
student1446	10121445	IntOfTh_1404	swimming
student1447	10121446	IntOfTh_1404	tennis
student1448	10121447	IntOfTh_1404	volleyball
student1449	10121448	IntOfTh_1404	badminton
student1450	10121449	IntOfTh_1404	basketball
student1451	10121450	IntOfTh_1404	tennis
student1452	10121451	IntOfTh_1404	tennis
student1453	10121452	IntOfTh_1404	badminton
student1454	10121453	IntOfTh_1404	swimming
student1455	10121454	IntOfTh_1404	table tennis
student1456	10121455	IntOfTh_1404	badminton
student1457	10121456	IntOfTh_1404	volleyball
student1458	10121457	IntOfTh_1404	tennis
student1459	10121458	IntOfTh_1404	badminton
student1460	10121459	IntOfTh_1404	basketball
student1461	10121460	IntOfTh_1404	table tennis
student1462	10121461	IntOfTh_1404	table tennis
student1463	10121462	IntOfTh_1405	table tennis
student1464	10121463	IntOfTh_1405	table tennis
student1465	10121464	IntOfTh_1405	taekwondo
student1466	10121465	IntOfTh_1405	taekwondo
student1467	10121466	IntOfTh_1405	football
student1468	10121467	IntOfTh_1405	football
student1469	10121468	IntOfTh_1405	gymnastics
student1470	10121469	IntOfTh_1405	swimming
student1471	10121470	IntOfTh_1405	swimming
